id,user_id,from_account,to_account,amount,currency,recipient_name,recipient_is_new,status,risk_score,created_at,_is_fraud
957,493,AL0875531060175421,AL5955631583882574,226.84,ALL,Michael Schmidt,True,ALLOWED,0.047,2026-05-11 13:26:55.401479,0
958,488,AL0223946649207628,AL4106679487280596,117.54,EUR,Christopher Cowan,False,ALLOWED,0.116,2026-01-21 22:51:12.402478,0
959,355,AL2959968194720841,AL4786703685821056,34.05,ALL,Karla Garcia,True,ALLOWED,0.349,2026-04-23 10:42:04.402478,0
960,391,AL9072211189508659,AL5310360952919234,50.58,ALL,Alexis Baird,False,ALLOWED,0.037,2025-11-21 04:26:43.403478,0
961,178,AL7585007030351490,AL5818486170288030,23.19,ALL,Cory Williams,False,ALLOWED,0.214,2026-01-31 15:41:32.403478,0
962,424,AL3450442343955290,AL5241972666089999,119.99,ALL,Jeffrey Cortez,False,ALLOWED,0.016,2025-12-25 19:04:38.404477,0
963,80,AL9237152191068175,AL9333306022275939,180.6,ALL,Tracy Kidd,False,ALLOWED,0.325,2025-10-22 21:23:54.404477,0
964,369,AL1089206585770171,AL9995288961548330,2960.59,ALL,Tammy Johnson,False,REQUIRE_2FA,0.834,2025-07-31 00:16:26.405536,1
965,455,AL5661522914427473,AL6675827018466621,418.94,ALL,James Cummings,True,ALLOWED,0.197,2026-03-27 05:16:12.405536,0
966,250,AL2749559433871436,AL0487687681827940,104.95,ALL,Sergio Hopkins,False,ALLOWED,0.095,2025-09-23 15:55:28.405536,0
967,261,AL2193034639693636,AL1482903361262883,148.57,ALL,Dustin West,False,ALLOWED,0.093,2026-01-14 00:55:42.406556,0
968,360,AL4428699475476976,AL5472762304215501,36.22,ALL,Paula Morton,False,ALLOWED,0.192,2025-07-25 14:20:07.406556,0
969,209,AL8007019474017053,AL9387887717076763,298.23,ALL,Mrs. Sharon Hall,False,ALLOWED,0.297,2025-10-29 14:46:25.407555,0
970,336,AL7877822547017833,AL6862708878543961,663.26,USD,Amber Gill,False,REQUIRE_2FA,0.291,2025-07-23 09:46:25.407555,0
971,429,AL1104029890661949,AL7684004291821214,270.42,ALL,Melissa Webb,True,ALLOWED,0.174,2025-06-08 18:33:23.408555,0
972,268,AL6707378220674134,AL6697057448664259,552.6,EUR,Michelle Johnson,False,REQUIRE_2FA,0.309,2025-11-15 02:20:43.408555,0
973,79,AL6027535930397891,AL0061596514838721,219.31,ALL,Mrs. Kayla Vang,False,ALLOWED,0.21,2025-08-11 13:28:19.409550,0
974,318,AL0284955450045542,AL0061596514838721,151.76,ALL,Susan Davis,False,BLOCKED,0.265,2025-09-15 14:07:02.409550,0
975,439,AL0455745869276505,AL1923565558387997,15.2,GBP,Michael Walker,True,ALLOWED,0.026,2025-11-05 14:13:18.410613,0
976,490,AL2730510125920132,AL5346328460081794,345.44,EUR,Matthew Campbell,True,ALLOWED,0.213,2025-12-10 03:41:02.410613,0
977,461,AL4476269496990818,AL3074916154468381,47.48,ALL,Austin Cline,False,REQUIRE_2FA,0.076,2026-03-30 15:17:28.411629,0
978,355,AL2959968194720841,AL5167530664775084,86.14,ALL,Ashley Williams,False,ALLOWED,0.114,2025-08-03 19:20:19.411629,0
979,356,AL2658000376266174,AL6736029582299838,455.5,USD,Patrick Gonzales,False,ALLOWED,0.102,2025-12-26 17:20:47.411629,0
980,409,AL5597969658809687,AL0250885306576117,1459.73,EUR,Colton Mcdonald,False,ALLOWED,0.283,2025-12-31 08:47:48.412628,0
981,176,AL9210977260653764,AL3292797711777450,1088.79,EUR,Jennifer Shepherd,False,ALLOWED,0.141,2026-01-14 10:31:03.412628,0
982,403,AL8580723096951341,AL5736828336652098,102.01,EUR,Jeremiah Ramirez,False,ALLOWED,0.261,2025-06-24 21:02:36.413631,0
983,303,AL2283606875823067,AL4366343000454923,70.93,ALL,Christopher Casey,False,ALLOWED,0.337,2025-11-30 14:15:05.413631,0
984,443,AL9071856762855305,AL3005311876806725,54.95,ALL,Robin Love,False,ALLOWED,0.308,2025-09-22 16:39:52.414627,0
985,448,AL5107983337679365,AL4198936422351748,92.69,ALL,Dr. William Smith,False,ALLOWED,0.036,2025-08-25 19:37:34.414627,0
986,209,AL8007019474017053,AL8485568150488235,206.28,ALL,Troy Vasquez,False,ALLOWED,0.057,2026-05-14 17:17:30.415684,0
987,46,AL8152171660175192,AL3549351833548551,261.29,ALL,Katherine Vega,False,ALLOWED,0.031,2025-12-08 14:28:15.415684,0
988,169,AL6727681682707610,AL6182861715998453,170.82,USD,Jason Murphy,False,ALLOWED,0.263,2025-12-05 17:02:35.416700,0
989,452,AL5588030362145702,AL1579382757752589,119.36,GBP,Miss Virginia Parker DDS,False,REQUIRE_2FA,0.199,2025-07-29 07:35:50.416700,0
990,399,AL2241515611872829,AL0490064226562583,248.4,ALL,Bridget Martin,False,ALLOWED,0.139,2025-10-28 20:38:29.417703,0
991,201,AL8123387558421364,AL6801368954404527,80.43,ALL,Stephanie Burke,True,ALLOWED,0.256,2025-08-24 09:03:14.417703,0
992,62,AL9079727146462666,AL3569195193660263,328.95,USD,Melissa Torres,False,ALLOWED,0.023,2025-11-10 10:19:43.418699,0
993,449,AL9979785089345663,AL2840952650746866,822.02,EUR,Dakota Kelly,False,ALLOWED,0.01,2025-07-03 06:40:40.418699,0
994,169,AL6727681682707610,AL8867461550573522,405.03,ALL,Jean Camacho,True,BLOCKED,0.809,2025-09-21 09:24:51.419698,1
995,27,AL6494119192036476,AL4086020907558810,25.54,ALL,Ronnie Schwartz,False,ALLOWED,0.186,2025-09-17 10:56:38.419698,0
996,14,AL1282742357698762,AL5579341643644421,717.7,EUR,Laura Ashley,True,HELD,0.241,2025-09-08 22:58:08.420697,0
997,90,AL8181314728669439,AL0479568929591086,81.11,ALL,Nancy Gibson,False,ALLOWED,0.075,2026-04-23 04:41:18.420766,0
998,436,AL4366343000454923,AL6637737987782713,161.34,ALL,Amy Chavez,False,ALLOWED,0.101,2025-12-12 14:34:22.420766,0
999,249,AL5351871552172526,AL0152645433655529,351.02,EUR,Cynthia Williams,False,ALLOWED,0.006,2025-12-12 10:43:38.421784,0
1000,122,AL8730940994700261,AL1221237387919693,445.86,ALL,Steven Brown,False,ALLOWED,0.24,2025-11-19 07:50:13.421784,0
1001,166,AL0152645433655529,AL5660282231138020,1241.54,ALL,Leslie Garcia,False,ALLOWED,0.309,2025-10-28 23:20:53.422780,0
1002,160,AL5241972666089999,AL4746528779205342,102.73,EUR,David Alexander,False,REQUIRE_2FA,0.085,2026-01-03 03:05:04.422780,0
1003,156,AL2717490920758105,AL5201944470024644,33.77,GBP,Kelly Howell,False,ALLOWED,0.248,2025-12-10 16:06:00.423780,0
1004,224,AL1813681283270888,AL9309627927756299,26.41,EUR,Tyler Berry,False,ALLOWED,0.192,2026-02-17 10:47:29.423780,0
1005,101,AL0648364597447314,AL3256902224808666,65.6,ALL,Edward Wright,False,ALLOWED,0.075,2025-11-08 19:29:48.424782,0
1006,142,AL4106679487280596,AL7749250254964467,215.03,ALL,Katie Charles,False,ALLOWED,0.271,2026-04-18 17:39:08.424782,0
1007,419,AL2745714042922012,AL0061596514838721,303.22,ALL,Brian Lawson,False,ALLOWED,0.127,2025-10-08 13:41:18.424782,0
1008,459,AL2113701289400840,AL1502345837972624,44.74,ALL,Stanley Campbell,False,ALLOWED,0.173,2025-06-09 11:41:30.425832,0
1009,307,AL5882176351772430,AL3477567131746521,137.28,ALL,Xavier Rocha,False,ALLOWED,0.153,2026-02-17 08:27:44.425832,0
1010,286,AL2211353421952889,AL0900470223932111,1.35,EUR,Dominique Griffin,True,BLOCKED,0.656,2025-07-23 21:36:15.426847,1
1011,121,AL9333306022275939,AL2840952650746866,1.36,EUR,Jasmine Mitchell,True,BLOCKED,0.645,2025-08-14 01:39:15.426847,1
1012,152,AL4786703685821056,AL6494119192036476,1006.26,EUR,Crystal Rodriguez,False,REQUIRE_2FA,0.127,2025-10-20 10:51:30.427847,0
1013,353,AL3631544492250155,AL4650547896341988,138.53,EUR,Andrew Brandt,False,ALLOWED,0.09,2026-01-06 13:55:48.427847,0
1014,283,AL2921403827436532,AL5188090463207043,43.95,ALL,Elizabeth Ochoa,False,ALLOWED,0.114,2025-10-08 20:50:38.428847,0
1015,161,AL3696425360173454,AL0618407743091856,1474.57,GBP,Stephanie Alvarez,True,BLOCKED,0.849,2026-02-10 17:55:36.428847,1
1016,188,AL9895576424017810,AL6140672323224872,50.88,ALL,Christopher Clark,True,ALLOWED,0.153,2026-02-15 20:39:03.429850,0
1017,483,AL2953056921950146,AL5424093794841019,710.78,EUR,Mason Villanueva DDS,False,ALLOWED,0.019,2026-05-21 08:49:59.429850,0
1018,296,AL4236032014135804,AL6409199076281297,99.15,EUR,Jeffrey Scott,False,ALLOWED,0.108,2025-08-30 08:26:15.430917,0
1019,212,AL9456591792247977,AL5660282231138020,407.64,EUR,Gregg Hancock,False,ALLOWED,0.127,2025-07-01 00:05:56.430917,0
1020,62,AL9079727146462666,AL5882176351772430,182.84,CHF,Jane Watkins,False,ALLOWED,0.007,2025-12-31 06:28:17.430917,0
1021,33,AL3549351833548551,AL8144513916640021,87.51,ALL,Darlene Meyer,False,REQUIRE_2FA,0.095,2025-07-12 05:41:39.431931,0
1022,200,AL5688153759461913,AL5914936172586413,227.69,EUR,Autumn Brooks,True,ALLOWED,0.172,2025-07-11 00:34:54.431931,0
1023,339,AL6723307549196267,AL3256902224808666,23.8,ALL,Michelle Green,False,ALLOWED,0.105,2026-02-10 22:09:24.432933,0
1024,457,AL7905053387580612,AL4987087358950660,26.84,CHF,Mark Price,False,ALLOWED,0.019,2025-08-05 03:51:35.432933,0
1025,500,AL9350959335857277,AL0656227712582286,77.84,EUR,Kelli Rose,False,ALLOWED,0.273,2026-03-03 03:21:09.433933,0
1026,24,AL7810926900010869,AL6978740679655100,270.71,EUR,Kenneth Leblanc,False,ALLOWED,0.232,2025-11-17 06:39:09.433933,0
1027,175,AL3787539244757938,AL2750056111505446,1462.78,EUR,Gregory Richards,False,REQUIRE_2FA,0.79,2026-01-24 18:04:10.434931,1
1028,288,AL2344113978145443,AL0059079487286056,164.92,ALL,Kathleen Hutchinson,False,BLOCKED,0.116,2026-01-26 01:09:46.434931,0
1029,386,AL4830827750964877,AL8730940994700261,231.57,ALL,David Rosario,False,ALLOWED,0.302,2026-04-10 02:54:29.434931,0
1030,156,AL2717490920758105,AL5818486170288030,29.91,EUR,Nicholas Nguyen,False,ALLOWED,0.057,2026-05-11 10:58:04.435983,0
1031,280,AL1738796513830256,AL2717490920758105,71.72,GBP,Michael Hernandez,False,REQUIRE_2FA,0.284,2026-03-02 00:55:03.435983,0
1032,3,AL8226618180777647,AL0095386661070712,105.08,EUR,Richard Murphy,False,ALLOWED,0.043,2025-11-09 00:46:49.436998,0
1033,454,AL8924087074528481,AL5188090463207043,397.02,EUR,Kathleen Hansen,False,ALLOWED,0.025,2026-02-26 11:09:48.436998,0
1034,339,AL6723307549196267,AL1740281450195214,2.53,ALL,Kimberly Rogers,False,ALLOWED,0.313,2026-05-22 13:40:55.437982,0
1035,290,AL1467739010916879,AL8826055398022857,3612.54,USD,Sara Turner,True,ALLOWED,0.345,2026-05-11 05:23:46.437982,0
1036,64,AL8264178511455252,AL2745714042922012,107.03,ALL,Diane Mitchell,False,ALLOWED,0.277,2025-10-10 22:33:44.438982,0
1037,184,AL8957972118523286,AL0225025366982665,57.78,USD,Jon Miller,False,HELD,0.279,2026-01-22 04:05:00.438982,0
1038,433,AL9865317064795543,AL5853412454960550,1118.34,ALL,Michael Stevens,False,ALLOWED,0.314,2026-01-01 11:46:48.439982,0
1039,353,AL3631544492250155,AL1508771763057003,183.98,GBP,Lisa Hart,False,ALLOWED,0.153,2026-01-08 11:58:36.439982,0
1040,214,AL5232626693946684,AL9394642792727747,24.85,USD,Joshua Reyes,False,ALLOWED,0.165,2026-03-30 02:24:41.441025,0
1041,124,AL2690749581195512,AL4236032014135804,148.33,ALL,Jessica Sweeney,False,ALLOWED,0.155,2025-07-04 01:16:57.441065,0
1042,165,AL6629504935678155,AL5207510933639632,65.05,ALL,Yvette Miller,True,ALLOWED,0.311,2025-08-08 02:03:07.441065,0
1043,103,AL7404409234877288,AL6276898173466491,3994.94,EUR,James Johnson,False,ALLOWED,0.251,2026-03-13 17:30:32.442080,0
1044,163,AL7684004291821214,AL5707126031272020,76.1,ALL,Alexander Burns,True,ALLOWED,0.107,2026-05-18 12:30:14.442080,0
1045,114,AL4892611386421211,AL5319764854420580,20.26,ALL,Andrew Sanchez,False,ALLOWED,0.296,2025-05-30 10:52:53.443084,0
1046,11,AL8077320992010881,AL0435994614669499,254.49,ALL,Jennifer Jensen,False,ALLOWED,0.321,2026-03-03 04:11:58.443084,0
1047,256,AL3757588915123648,AL3964002275959537,45.1,ALL,Matthew Bush,False,ALLOWED,0.069,2025-12-19 20:59:27.444079,0
1048,74,AL1579382757752589,AL8131430080794379,325.32,ALL,Sarah Rodriguez,True,HELD,0.001,2026-05-21 17:52:41.444079,0
1049,438,AL8205378939132963,AL8636525695195273,509.61,ALL,Monica Navarro MD,False,ALLOWED,0.113,2025-10-26 00:53:55.445064,0
1050,6,AL9394642792727747,AL6772896986481589,113.19,ALL,Stephen Bennett,False,REQUIRE_2FA,0.337,2025-07-05 12:45:15.445064,0
1051,392,AL3472656470788930,AL4987087358950660,36.78,EUR,Sarah Nielsen,False,ALLOWED,0.264,2025-07-31 22:23:28.445064,0
1052,388,AL6398877590713267,AL9895576424017810,5.34,EUR,Claire Greene,False,ALLOWED,0.013,2026-01-02 00:11:15.446135,0
1053,146,AL5674835162688911,AL4086020907558810,155.63,ALL,Mr. Randall Wilson,False,ALLOWED,0.08,2025-10-12 23:02:25.446135,0
1054,306,AL3890414643323360,AL5059429045494907,1.65,ALL,Wyatt Mueller,False,BLOCKED,0.827,2026-02-27 07:54:32.447149,1
1055,158,AL1062332762675594,AL5688153759461913,81.0,ALL,Robert Martinez,False,REQUIRE_2FA,0.184,2026-02-04 06:18:26.447149,0
1056,169,AL6727681682707610,AL0618407743091856,116.38,ALL,Ryan Jackson,False,ALLOWED,0.038,2025-08-14 16:56:19.448138,0
1057,459,AL2113701289400840,AL3669722840860766,58.23,ALL,Heather Jackson,False,ALLOWED,0.132,2026-02-16 00:35:30.448138,0
1058,60,AL2961182712226997,AL0240349059891893,728.07,EUR,Brian Logan,False,ALLOWED,0.097,2026-01-25 12:59:18.449148,0
1059,62,AL9079727146462666,AL5268427193370213,325.25,GBP,Sarah Barrett,False,ALLOWED,0.072,2025-10-20 21:03:26.449148,0
1060,320,AL2174015131767032,AL0055220631392821,626.41,ALL,Heidi Harris,True,ALLOWED,0.148,2025-06-20 01:00:07.450148,0
1061,408,AL2650437396148277,AL3152886667493066,255.82,ALL,Angel Baker,False,ALLOWED,0.299,2025-08-17 20:39:36.450148,0
1062,370,AL0921319132005202,AL8894111953415470,694.89,ALL,Jerry Brown,False,ALLOWED,0.049,2026-04-09 14:04:36.451223,0
1063,240,AL8768195427960473,AL9895576424017810,504.12,ALL,Terry Turner,False,ALLOWED,0.117,2025-09-12 04:36:23.451223,0
1064,182,AL4002021906317979,AL7690830611925210,338.51,ALL,Tina Oliver,False,ALLOWED,0.121,2025-09-26 21:06:46.452228,0
1065,150,AL7952822883797061,AL6827603389854370,37.71,ALL,Erin Mcfarland,False,ALLOWED,0.215,2025-10-08 23:56:56.452228,0
1066,91,AL7128929971269842,AL3867485634830334,38.41,ALL,Kevin Alexander,False,REQUIRE_2FA,0.155,2026-04-20 14:41:06.453226,0
1067,60,AL2961182712226997,AL2611789641263414,559.05,ALL,Wesley Ruiz,True,ALLOWED,0.348,2025-12-26 16:10:14.453226,0
1068,211,AL8888374889541655,AL6707378220674134,557.61,GBP,Matthew Williams,False,ALLOWED,0.298,2025-10-25 18:45:22.454211,0
1069,195,AL4270159343405532,AL9435115857146300,76.44,USD,Joseph Rhodes,False,ALLOWED,0.297,2025-10-09 07:50:32.454211,0
1070,405,AL4227816437274078,AL8924087074528481,543.01,ALL,Stephanie Rodriguez,False,ALLOWED,0.073,2026-02-15 04:13:47.455210,0
1071,351,AL0095386661070712,AL0152645433655529,139.75,ALL,Kelly Harrison,True,ALLOWED,0.205,2026-02-16 23:49:54.455210,0
1072,110,AL6675827018466621,AL2730510125920132,864.93,EUR,Jason Boyd,False,ALLOWED,0.071,2026-01-12 04:59:37.455210,0
1073,497,AL2195018216837417,AL8226618180777647,226.43,ALL,Adam Waters,False,ALLOWED,0.131,2026-02-03 04:00:10.456284,0
1074,291,AL7959129162343895,AL6220078151478939,192.35,ALL,Debra Bell,False,BLOCKED,0.21,2025-12-13 17:34:41.456284,0
1075,499,AL5535445631241192,AL0950112363722238,249.41,EUR,Robert Fisher,False,ALLOWED,0.333,2025-07-27 02:53:31.457302,0
1076,184,AL8957972118523286,AL9119914613363427,86.89,ALL,Thomas Castro,False,ALLOWED,0.344,2026-05-10 22:14:00.457302,0
1077,440,AL1502345837972624,AL5477814646631988,66.38,ALL,Joseph Christian,True,ALLOWED,0.008,2026-02-23 13:37:54.458301,0
1078,256,AL3757588915123648,AL0900470223932111,31.05,EUR,Steven Alvarez,True,ALLOWED,0.095,2026-02-13 05:55:02.458301,0
1079,184,AL8957972118523286,AL5882176351772430,129.42,EUR,David Rogers,True,BLOCKED,0.153,2025-07-30 04:42:19.459298,0
1080,294,AL6535026301830754,AL2459083769190864,380.92,EUR,Courtney Roberts,False,ALLOWED,0.238,2025-09-03 00:43:16.459298,0
1081,419,AL2745714042922012,AL7276536999253998,472.67,ALL,Joseph Campbell,True,ALLOWED,0.223,2025-08-30 14:32:07.460298,0
1082,382,AL8274069109527332,AL5048612897068654,147.18,ALL,Teresa Bolton,False,ALLOWED,0.089,2025-10-09 15:51:08.460298,0
1083,448,AL5107983337679365,AL5269369801993556,65.31,ALL,Shannon Obrien,False,ALLOWED,0.087,2025-08-30 07:37:02.461358,0
1084,63,AL4718216761134921,AL8716656956538476,158.59,GBP,Susan Thornton,False,ALLOWED,0.082,2025-10-30 12:34:33.461358,0
1085,302,AL6883031519629741,AL3336640920546802,340.11,ALL,Brenda Hill,False,ALLOWED,0.232,2025-09-04 09:52:15.461358,0
1086,384,AL4482303058499055,AL1889277789401880,1394.66,EUR,Sharon Foster,False,ALLOWED,0.146,2025-12-27 20:51:48.462374,0
1087,10,AL9626592991150249,AL3631544492250155,136.5,EUR,Rachel Carroll,True,ALLOWED,0.017,2026-03-20 03:16:11.462374,0
1088,328,AL7653780398914185,AL8904297356440438,1248.31,ALL,Allison Pacheco,False,ALLOWED,0.135,2025-07-25 05:51:34.463372,0
1089,134,AL5894158902408169,AL2484037554256869,312.21,EUR,Christian Harris,False,BLOCKED,0.13,2025-09-08 23:03:45.463372,0
1090,499,AL5535445631241192,AL7183647611852119,116.08,CHF,Jacob Robbins,False,ALLOWED,0.141,2025-07-01 19:56:25.464370,0
1091,213,AL5280757417643342,AL0255829482003903,519.58,ALL,Alicia Torres,False,ALLOWED,0.004,2025-08-30 19:21:43.464370,0
1092,171,AL4746528779205342,AL7183647611852119,265.68,ALL,Teresa Bentley,False,REQUIRE_2FA,0.094,2025-12-14 10:40:57.465371,0
1093,23,AL0359775139086278,AL2184965525695995,118.71,GBP,Aaron Larson,True,ALLOWED,0.04,2026-03-05 11:21:52.465371,0
1094,102,AL0872372466912952,AL5535445631241192,150.49,ALL,Michael Hughes,False,ALLOWED,0.305,2025-08-28 16:30:24.466429,0
1095,64,AL8264178511455252,AL0558813210051117,163.89,EUR,Michael Martinez,False,ALLOWED,0.017,2025-10-09 19:41:31.466429,0
1096,233,AL5645433960970759,AL9482632243231931,283.17,GBP,David Jimenez,False,ALLOWED,0.071,2025-07-13 01:19:14.467442,0
1097,174,AL4946117043059085,AL3669722840860766,276.3,ALL,Paul Jenkins,False,HELD,0.269,2025-07-27 19:36:02.467442,0
1098,180,AL9661759463018736,AL5853412454960550,811.25,EUR,Krista Chavez,False,ALLOWED,0.276,2025-08-10 12:59:45.468442,0
1099,294,AL6535026301830754,AL2053557565663273,216.49,ALL,James Guerra,False,ALLOWED,0.215,2026-04-21 11:00:40.468442,0
1100,124,AL2690749581195512,AL8048489403245413,370.96,ALL,Kayla Moss,False,ALLOWED,0.311,2026-04-11 00:39:50.469440,0
1101,169,AL6727681682707610,AL0122106912596754,140.16,ALL,Adam Liu,False,ALLOWED,0.347,2025-09-21 04:05:02.469440,0
1102,338,AL4548054268500463,AL1923565558387997,189.07,EUR,Lori Campos,False,ALLOWED,0.104,2026-03-19 01:49:07.470445,0
1103,318,AL0284955450045542,AL5472762304215501,252.19,ALL,Natalie Anderson,False,ALLOWED,0.335,2026-01-07 07:45:21.470445,0
1104,325,AL9878769349321258,AL3592912308838788,1829.34,ALL,John Hamilton,False,ALLOWED,0.205,2025-08-15 00:39:01.471441,0
1105,341,AL5014669837083797,AL0646805845490888,741.8,ALL,Mike Larsen,False,ALLOWED,0.295,2026-05-03 08:17:53.471502,0
1106,395,AL7543609525815585,AL2971020394042807,1444.63,EUR,Michael Nichols,False,ALLOWED,0.271,2025-12-23 16:34:07.471502,0
1107,54,AL1640412871858735,AL4695351069850942,38.59,ALL,Joshua Craig,False,REQUIRE_2FA,0.249,2025-11-14 11:59:03.472516,0
1108,381,AL3867485634830334,AL7810926900010869,35.25,ALL,Daniel Strong,False,ALLOWED,0.133,2026-04-04 10:40:40.472516,0
1109,457,AL7905053387580612,AL4049028510458844,24.1,EUR,Michael Ward,False,ALLOWED,0.014,2026-02-23 02:51:52.473515,0
1110,44,AL0117642052568402,AL4831301077647195,155.87,ALL,Debbie Herring,False,ALLOWED,0.34,2025-10-20 20:49:53.473515,0
1111,342,AL8716818187171592,AL5188090463207043,476.17,ALL,Alyssa Ward,False,ALLOWED,0.148,2026-05-23 01:58:19.474516,0
1112,305,AL0656227712582286,AL5268427193370213,494.37,EUR,Jason Murray,False,REQUIRE_2FA,0.001,2025-06-29 13:07:29.474516,0
1113,200,AL5688153759461913,AL9149590073544907,156.07,ALL,Victoria Macdonald,False,ALLOWED,0.026,2026-04-21 18:08:00.475515,0
1114,447,AL5912401377006372,AL7987484183938542,201.94,GBP,Brittany Ramirez,False,REQUIRE_2FA,0.005,2025-08-30 08:19:22.475515,0
1115,109,AL6182861715998453,AL1089206585770171,1539.96,ALL,Natasha Mason,True,ALLOWED,0.203,2025-09-19 12:41:45.476565,0
1116,329,AL8716656956538476,AL0055220631392821,514.3,ALL,Kimberly Parks,False,ALLOWED,0.183,2026-02-25 21:31:44.476565,0
1117,476,AL6143407400565778,AL4236032014135804,386.32,CHF,Jamie Diaz,False,ALLOWED,0.194,2026-04-17 11:18:04.477580,0
1118,217,AL8867461550573522,AL5388573709551508,1925.74,ALL,Tracy Weaver,False,ALLOWED,0.017,2025-07-30 12:05:50.477580,0
1119,254,AL4163582684944868,AL5707126031272020,8.38,EUR,Patrick Mcpherson,False,REQUIRE_2FA,0.302,2026-05-16 09:08:43.477580,0
1120,203,AL8423531842771007,AL4996662800688633,687.7,ALL,Allison Pacheco,False,ALLOWED,0.237,2026-03-05 11:59:21.478579,0
1121,475,AL8426552718443464,AL1700717119193791,1102.87,GBP,Jon Martinez,False,BLOCKED,0.323,2025-09-27 16:38:46.478579,0
1122,101,AL0648364597447314,AL7641369078941288,44.8,ALL,Tara Robinson,False,ALLOWED,0.155,2025-08-07 21:39:51.479579,0
1123,292,AL8087458720610946,AL5649120669514066,110.68,EUR,Colleen Frazier DDS,True,ALLOWED,0.046,2025-06-21 12:03:02.479579,0
1124,387,AL3699344075357068,AL8875240244092544,141.05,EUR,Jennifer Beard,False,ALLOWED,0.24,2025-08-25 02:48:37.480578,0
1125,352,AL1949905443541218,AL5800975955287277,126.25,ALL,Lindsey Wade,True,ALLOWED,0.13,2025-12-11 14:21:02.480578,0
1126,139,AL8500448575366716,AL5934070672633527,1194.55,ALL,Thomas Maddox,False,ALLOWED,0.315,2026-02-16 09:21:50.481626,0
1127,438,AL8205378939132963,AL8425896753448570,510.67,USD,Julie Baker,False,ALLOWED,0.322,2025-09-12 01:40:36.481626,0
1128,374,AL4389973728240035,AL0666798796657054,337.79,EUR,Eric Smith,False,ALLOWED,0.043,2026-03-03 07:38:33.482641,0
1129,68,AL4931899984162469,AL3458925061061417,641.92,USD,Angela Carpenter,False,ALLOWED,0.247,2026-02-07 00:07:08.482641,0
1130,52,AL1221237387919693,AL5351871552172526,228.11,ALL,Dillon Sandoval,False,ALLOWED,0.14,2025-09-04 17:36:14.483640,0
1131,387,AL3699344075357068,AL7183647611852119,120.34,ALL,Virginia Stewart,False,ALLOWED,0.151,2025-09-08 20:23:07.483640,0
